id,date,name,category,chain,funds_lost,funds_recovered,funds_returned,scam_type,scam_parent,year
2127,2021-04-13,Dark Comics NFT,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2128,2021-09-20,VibeSwap,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2129,2021-04-13,Photosynthesis,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2130,2021-02-28,ZELDASWAP,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2131,2021-02-27,BubbleSwap,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2132,2021-02-26,dorgDAO,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2133,2021-04-22,WARONRUGS,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2134,2021-02-22,shadownite.com,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2135,2021-04-13,Rocket Vault,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2136,2021-04-13,PicaMoon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2137,2021-04-13,GangBang,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2138,2021-04-13,SAFEBORN,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2139,2021-04-13,ROCKETSHOT,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2140,2021-04-13,Deflagration,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2141,2021-05-26,Telcoin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2142,2021-09-20,MoonGold,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2143,2021-04-13,MarsHistory,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2144,2021-04-13,DATAMOON,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2145,,MoonRoad,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2146,2021-09-20,HappyMoon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2147,2021-04-13,SAFEGOLD,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2148,2021-04-13,SafeLuxury,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2149,2021-04-13,MOONMOON,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2150,2021-04-13,SafePlatinum,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2151,2021-04-16,Franklin,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2152,2021-04-13,ProtonFinance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2153,,SafeGasfees,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2154,2022-10-23,Fairmoon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2022
2155,2021-04-13,YES Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2156,2021-04-12,Uga Uga,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2157,2021-04-28,Rao Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2158,2021-04-12,SuperTesla,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2159,2021-04-12,FairMoonElon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2160,,KINGMARS,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2161,2021-04-12,Beyond Finance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2162,2021-09-20,Flamingo Boys,Exchange (DEX),Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2163,2021-04-12,DRACULA PROJECT,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2164,,Tequila,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2165,2021-04-25,Moon Rat Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2166,2021-04-12,BRONZE MOON,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2167,2021-04-12,Meteor,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2168,2021-04-12,JetCombat,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2169,,Flashbots Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2170,2021-04-11,Dopex Governance Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2171,2021-04-12,Karma,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2172,2021-04-11,Polkasol,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2173,2021-05-06,1 Million Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2174,2021-04-12,Maelstrom,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2175,2021-09-14,darwin.finance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2176,2021-04-11,Enceladus,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2177,,Elon Musk Fomo,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2178,2021-09-14,Bichon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2179,2021-04-11,MickeyMars,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2180,2021-04-11,MoonQueen,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2181,2021-04-11,Glacier,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2182,2021-04-11,HYPERIONMOON,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2183,2021-04-11,SAFE CHARIZARD,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2184,2021-04-11,Bongo Cat,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2185,2021-04-11,CaptainJackFans,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2186,,Space Raven,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2187,2021-04-11,TITANMOON,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2188,,SAFEDUCK,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2189,2021-04-11,MOONSEASON,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2190,2021-04-11,RAMBBO Finance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2191,2021-04-11,EasyFinance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2192,2021-04-10,Himalaya,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2193,2021-09-13,Dragon Farm,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2194,,Xerex Decentralizing,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2195,2021-04-10,Matterhorn,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2196,2021-04-10,SAFEORACLE,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2197,2021-04-10,FractionalArt,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2198,2021-04-10,MoonBanana,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2199,2021-04-10,MOONSUN,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2200,2021-04-10,Alphr.Finance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2201,2021-04-10,EPNS Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2202,2021-04-10,Polkadex,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2203,2021-04-10,HEROMOON,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2204,2021-09-13,PLANET,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2205,2021-04-10,Genesis Shards,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2206,2021-04-23,MoonDog,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2207,2021-04-10,YellowRoad,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2208,2021-04-10,Zion,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2209,2021-09-13,ORAO Network,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2210,2021-04-10,eGRID,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2211,2021-09-13,Koala Forest,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2212,,Blockchain Kittens,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2213,2021-09-13,Treasure Chest,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2214,2021-09-13,World of Winners,Exchange (DEX),Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2215,2021-04-10,SupremeBSCmoon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2216,,Party Token,Exchange (DEX),Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2217,2021-09-10,Horny Farm,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2218,2021-04-09,Space Typhoon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2219,,Pandora Box,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2220,2021-09-10,PiggyBank Community Token,Stablecoin,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2221,2021-04-10,FairSafeApe,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2222,2021-04-10,SAFEMOUSE,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2223,2021-04-09,Planet Nine,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2224,2021-04-09,GODZILLA,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2225,,MarkMineCoin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2226,,vsafinance.com,Token,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,
2227,,VSJEFF FIGHT,Other,Binance,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,
2228,2021-09-10,PePe Coin,Token,Binance,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
2229,2021-05-04,RockHard,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2230,2022-03-09,Ebuy Finance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2022
2231,2022-02-16,StaticFire,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2022
2232,2021-05-09,DonaldPump,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2233,2021-05-10,Torio,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2234,2021-09-10,ElonSperm,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2235,2021-05-15,Foxydoge,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2236,2023-04-25,ElonDoge,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2023
2237,,NFTChange Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2238,2021-09-10,Blue Lightning,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2239,,Shelter,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2240,2021-05-12,DoubtFire,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2241,2021-05-24,DragonFinance10000x,Exchange (DEX),Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2242,2021-09-10,MentalHealth,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2243,2021-09-10,Pitbull Classic,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2244,2021-09-10,Centra,Token,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
2245,2021-09-10,EOS,Borrowing and Lending,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
2246,2021-09-10,Bezop,Token,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,2021
2247,2021-04-09,Wazir Farm,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2248,2021-04-25,NftFinal,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2249,2021-04-09,Betelgeuse,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2250,2021-09-10,MechaGodzilla,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2251,2021-04-13,BirdSwap,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2252,2021-04-02,Kattana,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2253,2021-09-10,Arsenal FC Fan Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2254,2021-04-09,BSCx500,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2255,2021-04-12,SafeCoinToken,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2256,,AntiWOR,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2257,2021-04-08,Alpha Andromedae,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2258,2021-09-09,SafeDream,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2259,2021-09-09,FLEX,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2260,2021-04-22,MoonSafebank,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2261,,Dolphins Paradise Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2262,2021-04-08,Supernova,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2263,2021-04-08,Sunset,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2264,2021-04-08,FAPE,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2265,2021-04-08,Southern Cross,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2266,2021-04-08,Crowny.io,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2267,2021-04-08,MoonTerra,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2268,2021-04-08,Safe Gravity,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2269,2021-04-08,Clover.finance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2270,2021-09-09,SolaSystem,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2271,2021-04-07,Safe Planet 9,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2272,2021-04-07,JUSTMOON,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2273,2021-04-07,Quagmire,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2274,2021-04-07,FairPluto,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2275,2021-07-03,MoonPilot,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2276,2021-04-08,Yoda Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2277,2021-09-09,geckoswap.finance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2278,2021-04-07,Setting Sun,Exchange (DEX),Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2279,2021-04-07,Voltage,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2280,2021-04-07,APEMARS Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2282,2021-04-07,AVG1000X,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2283,2021-04-07,MoonPlan,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2284,2021-04-13,Eclipse,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2285,2021-09-09,GAMEE,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2286,2021-09-09,HOGtoken,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2287,2021-04-07,Genix.finance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2288,2021-04-06,Fair Prison,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2289,2021-09-09,TeamRocket,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2290,2021-04-06,Duke Nukem,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2291,2021-04-06,Shining Star,Exchange (DEX),Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2292,,BEZEL Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2293,2021-04-06,Safe Fortune,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2294,2021-04-06,Avengers NFT,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2295,2021-09-08,Chihuahua Taco,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2296,2021-04-06,Hurricane,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2297,2021-04-06,FairVenus,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2298,,JUGtoken,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2299,2021-09-08,Kong Coin,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2300,2021-04-06,Safe Jail,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2301,2021-04-05,Aragorn,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2302,2021-04-05,FairETH,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2303,2021-04-05,FairComet,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2304,,Ape Inn,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2305,,MorningStar Dream,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2306,2021-09-08,UNITYtoken,Exchange (DEX),Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2307,2021-09-08,Step.finance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2308,2021-04-05,Constellation,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2309,2021-04-05,ElonProtocol,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2310,2021-04-05,SafeBinance,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2311,2021-04-05,Milky Way,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2312,2021-04-05,FairSatoshi,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2313,2021-04-05,Turtle In Space,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2314,2021-05-01,SafeCash,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2315,2021-04-05,FairRocket,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2316,2021-04-05,StrongCroac,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2317,2021-04-05,Cassiopeia,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2318,2021-04-05,SafeWaifu,Exchange (DEX),Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2319,,FairElon,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2320,2021-04-05,SafeCompound,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2321,2021-09-02,element.fi,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2322,2021-03-21,Symbol,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2323,2021-04-04,Palm.io,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2324,2021-03-28,Toko Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2325,2021-04-04,Orion,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2326,2021-09-02,Goldfinch Finance,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2327,2021-04-04,Gains Associates,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2328,2021-04-04,Helios Project,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2329,2021-04-04,PotionBrew.net,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2330,2021-04-04,Findora,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2331,2021-04-04,Pulse,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2332,2021-04-04,SafeAtmosphere,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2333,2021-09-02,SHINGEKINOTOKEN,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2334,2021-09-02,KitKat,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2335,2021-09-02,ElonTech,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2336,2021-04-04,Interstellar,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2337,2021-04-04,TigerSwap,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2338,2021-04-04,Neutron Network,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2339,2021-04-03,y.at,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2340,2021-03-30,FORCE,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2341,2021-04-03,Xcademy Token,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2342,2021-04-03,CUATROtoken,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2343,2021-09-02,SuperSwap,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2344,,Iced Tea  Token,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2345,2021-04-03,HiBNB,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2346,2021-04-03,Totoro,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2347,,AI Farm,Token,Binance,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,
2348,2021-04-02,Kattana Trade,Token,Ethereum,0.0,0.0,0.0,Honeypot,Exit Scam/Honeypot,2021
2350,2021-06-23,StableMagnet,Other,Binance,27000000.0,0.0,24000000.0,Rugpull,Exit Scam/Rugpull,2021
2351,2021-05-02,Spartan Protocol,Exchange (DEX),Binance,30500000.0,0.0,0.0,Flash Loan Attack,Exploit/Flash Loan Attack,2021
2352,2021-05-16,bEarn Fi,Yield Aggregator,Binance,11000000.0,0.0,0.0,Flash Loan Attack,Exploit/Flash Loan Attack,2021
2353,2020-11-21,Pickle Finance,Yield Aggregator,Ethereum,19700000.0,0.0,0.0,Other,Exploit/Other,2020
2354,2021-05-05,Value DeFi,Exchange (DEX),Ethereum,10000000.0,0.0,0.0,Other,Exploit/Other,2021
2355,2021-05-07,Value DeFi,Exchange (DEX),Ethereum,11000000.0,0.0,0.0,Other,Exploit/Other,2021
2356,2021-06-20,Safe Dollar,Stablecoin,Polygon,95392.0,0.0,0.0,Other,Exploit/Other,2021
2357,2021-06-28,Safe Dollar,Stablecoin,Polygon,248000.0,0.0,0.0,Other,Exploit/Other,2021
2358,2020-06-28,Balancer,Exchange (DEX),Ethereum,523613.0,0.0,0.0,Flash Loan Attack,Exploit/Flash Loan Attack,2020
2359,,LARP,Other,Ethereum,0.0,0.0,0.0,Rugpull,Exit Scam/Rugpull,
2360,2020-02-15,bZx,"Exchange (DEX),Borrowing and Lending",Ethereum,355880.0,0.0,0.0,Flash Loan Attack,Exploit/Flash Loan Attack,2020
2361,2020-02-18,bZx,Other,Ethereum,665840.0,0.0,0.0,Flash Loan Attack,Exploit/Flash Loan Attack,2020
2362,2020-09-13,bZx,Other,Ethereum,8100000.0,0.0,8100000.0,Other,Exploit/Other,2020
2363,2020-11-26,Compound Labs,Borrowing and Lending,Ethereum,89000000.0,0.0,0.0,Oracle Issue,Exploit/Oracle Issue,2020
2364,2016-06-17,TheDAO,Stablecoin,Ethereum,50000000.0,0.0,0.0,Other,Exploit/Other,2016
2365,2021-04-19,EasyFi,Borrowing and Lending,Ethereum,59000000.0,0.0,0.0,Access Control,Exploit/Access control,2021
2367,2021-04-28,Uranium Finance,Yield Aggregator,Binance,57200000.0,0.0,31000000.0,Other,Exploit/Other,2021
